GENE	TREATMENT	SAMPLE	COUNT5PRIME	COUNT3PRIME
HWER_14474	Salt20	Salt20_2	36.48589065	68.00435228
HWER_14475	Salt0	Salt0_1	0.26084252	18.00284415
HWER_14475	Salt0	Salt0_2	0.14098975	11.97683601
HWER_14475	Salt10	Salt10_1	1.52397416	11.61620781
HWER_14475	Salt10	Salt10_2	1.11873351	9.98054819
HWER_14475	Salt20	Salt20_1	1.10491900	4.57665904
HWER_14475	Salt20	Salt20_2	1.02085689	6.06290261
HWER_14476	Salt0	Salt0_1	0.15519516	27.69260122
HWER_14476	Salt0	Salt0_2	0.10996765	19.12045017
HWER_14476	Salt10	Salt10_1	3.72562818	8.27050632
HWER_14476	Salt10	Salt10_2	3.24609844	10.30027877
HWER_14476	Salt20	Salt20_1	3.33222534	9.40210898
HWER_14476	Salt20	Salt20_2	2.79040188	13.34129829
HWER_14477	Salt0	Salt0_1	0.00000000	2.79483930
HWER_14477	Salt0	Salt0_2	0.00000000	0.39962158
HWER_14477	Salt10	Salt10_1	0.31516500	0.57102859
HWER_14477	Salt10	Salt10_2	0.53333333	0.51282051
HWER_14477	Salt20	Salt20_1	0.78738220	0.52318645
HWER_14477	Salt20	Salt20_2	0.90245776	0.81400081
HWER_14478	Salt0	Salt0_1	1.02200048	18.45577260
HWER_14478	Salt0	Salt0_2	0.13237435	13.07990114
HWER_14478	Salt10	Salt10_1	21.67630058	14.27724533
HWER_14478	Salt10	Salt10_2	16.27745665	16.15281757
HWER_14478	Salt20	Salt20_1	13.90193251	11.58589760
HWER_14478	Salt20	Salt20_2	15.17341040	16.46711693
HWER_14479	Salt0	Salt0_1	2.56045883	52.44033792
HWER_14479	Salt0	Salt0_2	1.32366926	36.87830550
HWER_14479	Salt10	Salt10_1	14.77417857	12.91632341
HWER_14479	Salt10	Salt10_2	13.18967452	13.12400455
HWER_14479	Salt20	Salt20_1	13.60670011	12.69124733
HWER_14479	Salt20	Salt20_2	14.25966009	14.64732651
HWER_14480	Salt0	Salt0_1	0.14910907	9.44745120
HWER_14480	Salt0	Salt0_2	0.34212158	3.86995258
HWER_14480	Salt10	Salt10_1	7.41331015	4.08222073
HWER_14480	Salt10	Salt10_2	6.35667600	5.63045497
HWER_14480	Salt20	Salt20_1	4.76254575	4.64677499
HWER_14480	Salt20	Salt20_2	5.67727091	5.84460804
HWER_14481	Salt0	Salt0_1	4.69465353	91.17608496
HWER_14481	Salt0	Salt0_2	3.60907722	52.77704659
HWER_14481	Salt10	Salt10_1	40.11259676	23.81093936
HWER_14481	Salt10	Salt10_2	31.07482993	28.31264368
HWER_14481	Salt20	Salt20_1	39.41530846	26.60774876
HWER_14481	Salt20	Salt20_2	41.53506641	43.30870279
HWER_14482	Salt0	Salt0_1	0.00000000	3.31657526
HWER_14482	Salt0	Salt0_2	0.00000000	1.95387828
HWER_14482	Salt10	Salt10_1	3.49109113	5.14447257
HWER_14482	Salt10	Salt10_2	1.91276663	5.39688592
HWER_14482	Salt20	Salt20_1	1.65450377	3.67354329
HWER_14482	Salt20	Salt20_2	1.40139628	5.01895229
HWER_14483	Salt0	Salt0_1	1.16253660	102.69656047
HWER_14483	Salt0	Salt0_2	0.25445293	54.77757305
HWER_14483	Salt10	Salt10_1	37.49504558	24.05866033
HWER_14483	Salt10	Salt10_2	29.92796935	25.98007663
HWER_14483	Salt20	Salt20_1	40.83221547	21.99426602
HWER_14483	Salt20	Salt20_2	39.68253968	36.10426929
HWER_14484	Salt0	Salt0_1	0.12466496	0.00000000
HWER_14484	Salt0	Salt0_2	0.00000000	0.18175209
HWER_14484	Salt10	Salt10_1	0.42396834	0.13683634
HWER_14484	Salt10	Salt10_2	0.45901639	0.27513228
HWER_14484	Salt20	Salt20_1	3.09487189	0.56300171
HWER_14484	Salt20	Salt20_2	1.80523029	0.40154951
HWER_14485	Salt0	Salt0_1	0.60708694	50.30833626
HWER_14485	Salt0	Salt0_2	2.51780101	24.88934505
HWER_14485	Salt10	Salt10_1	22.49348015	22.52970154
HWER_14485	Salt10	Salt10_2	18.68907563	24.68347339
HWER_14485	Salt20	Salt20_1	25.96004077	29.52714266
HWER_14485	Salt20	Salt20_2	27.53601441	37.50250100
HWER_14486	Salt0	Salt0_1	4.49221146	33.07675662
HWER_14486	Salt0	Salt0_2	0.76951490	40.54179855
HWER_14486	Salt10	Salt10_1	39.69688543	29.36641435
HWER_14486	Salt10	Salt10_2	35.83870968	28.47696477
HWER_14486	Salt20	Salt20_1	30.74481435	25.18092687
HWER_14486	Salt20	Salt20_2	34.27419355	34.68592722
HWER_14487	Salt0	Salt0_1	1.26250508	67.66148664
HWER_14487	Salt0	Salt0_2	1.74905507	27.75111846
HWER_14487	Salt10	Salt10_1	20.97422163	5.98612686
HWER_14487	Salt10	Salt10_2	15.86537217	8.96969697
HWER_14487	Salt20	Salt20_1	12.40585635	5.11222552
HWER_14487	Salt20	Salt20_2	14.71336107	9.35456388
HWER_14488	Salt0	Salt0_1	4.66814742	63.08077529
HWER_14488	Salt0	Salt0_2	6.36762149	40.23459319
HWER_14488	Salt10	Salt10_1	52.10822806	45.03784693
HWER_14488	Salt10	Salt10_2	47.63036304	41.63902439
HWER_14488	Salt20	Salt20_1	45.14353037	33.18635932
HWER_14488	Salt20	Salt20_2	44.34818482	43.90243902
HWER_14489	Salt0	Salt0_1	1.45290426	38.47845898
HWER_14489	Salt0	Salt0_2	0.83783281	36.96927639
HWER_14489	Salt10	Salt10_1	28.13989347	47.48503847
HWER_14489	Salt10	Salt10_2	27.29539295	40.84848485
HWER_14489	Salt20	Salt20_1	21.41355510	24.34896080
HWER_14489	Salt20	Salt20_2	21.60762679	35.94795356
HWER_14490	Salt0	Salt0_1	7.08482644	425.23965083
HWER_14490	Salt0	Salt0_2	12.60365753	300.61283733
HWER_14490	Salt10	Salt10_1	62.57752419	176.42059252
HWER_14490	Salt10	Salt10_2	52.39328537	192.75117371
HWER_14490	Salt20	Salt20_1	52.23647169	166.06504013
HWER_14490	Salt20	Salt20_2	60.55155875	224.59758551
HWER_14491	Salt0	Salt0_1	210.88037438	1555.97181839
HWER_14491	Salt0	Salt0_2	178.23326483	737.25864392
HWER_14491	Salt10	Salt10_1	361.11571618	330.33299527
HWER_14491	Salt10	Salt10_2	442.41025641	295.41176471
HWER_14491	Salt20	Salt20_1	435.89376870	230.79597972
HWER_14491	Salt20	Salt20_2	396.50583791	319.59033613
HWER_14492	Salt0	Salt0_1	0.40317829	2.04738228
HWER_14492	Salt0	Salt0_2	0.62264174	2.56118739
HWER_14492	Salt10	Salt10_1	5.28773134	1.82008014
HWER_14492	Salt10	Salt10_2	4.59380098	2.63175123
HWER_14492	Salt20	Salt20_1	2.22486851	0.86140064
HWER_14492	Salt20	Salt20_2	2.75770994	0.96933209
HWER_14493	Salt0	Salt0_1	0.15999699	0.14258555
HWER_14493	Salt0	Salt0_2	0.00000000	0.20038168
HWER_14493	Salt10	Salt10_1	0.36275179	0.92672414
HWER_14493	Salt10	Salt10_2	0.29042904	0.54000000
HWER_14493	Salt20	Salt20_1	0.24355983	0.94965675
HWER_14493	Salt20	Salt20_2	0.17680339	0.72172619
HWER_14494	Salt0	Salt0_1	0.00000000	26.38552829
HWER_14494	Salt0	Salt0_2	0.02120441	12.03919837
HWER_14494	Salt10	Salt10_1	0.95785441	1.30616510
HWER_14494	Salt10	Salt10_2	0.43703704	1.36639118
HWER_14494	Salt20	Salt20_1	0.66107297	1.29861124
HWER_14494	Salt20	Salt20_2	0.51256614	1.34461498
HWER_14495	Salt0	Salt0_1	5.02766115	156.36429477
HWER_14495	Salt0	Salt0_2	7.70594407	83.24245729
HWER_14495	Salt10	Salt10_1	45.47311652	95.11494253
HWER_14495	Salt10	Salt10_2	38.02843602	83.04761905
HWER_14495	Salt20	Salt20_1	25.18246988	58.57033889
HWER_14495	Salt20	Salt20_2	26.96908147	79.97448980
HWER_14496	Salt0	Salt0_1	0.00000000	16.97208801
HWER_14496	Salt0	Salt0_2	0.01927674	6.57177294
HWER_14496	Salt10	Salt10_1	2.91710206	9.37689050
HWER_14496	Salt10	Salt10_2	2.55218855	8.16040100
HWER_14496	Salt20	Salt20_1	2.23054342	5.22473231
HWER_14496	Salt20	Salt20_2	1.76617364	6.75796634
HWER_14497	Salt0	Salt0_1	0.51997010	11.94723684
HWER_14497	Salt0	Salt0_2	0.02609774	6.37221583
HWER_14497	Salt10	Salt10_1	3.07987032	2.47992442
HWER_14497	Salt10	Salt10_2	2.89002849	2.77625571
HWER_14497	Salt20	Salt20_1	1.98713059	2.22955393
HWER_14497	Salt20	Salt20_2	2.12148962	2.47166504
HWER_14498	Salt0	Salt0_1	1.33593670	5.48651338
HWER_14498	Salt0	Salt0_2	0.20631318	2.12613351
HWER_14498	Salt10	Salt10_1	1.16495806	2.54570701
HWER_14498	Salt10	Salt10_2	1.90990991	3.07829978
HWER_14498	Salt20	Salt20_1	1.15962645	2.07331869
HWER_14498	Salt20	Salt20_2	1.85006435	4.59411953
HWER_14499	Salt0	Salt0_1	0.63441380	16.58450823
HWER_14499	Salt0	Salt0_2	0.35848340	13.53610755
HWER_14499	Salt10	Salt10_1	5.43913126	6.32247482
HWER_14499	Salt10	Salt10_2	5.11528545	8.48377581
HWER_14499	Salt20	Salt20_1	4.68285776	7.08268362
HWER_14499	Salt20	Salt20_2	4.17324388	9.53763696
HWER_14500	Salt0	Salt0_1	3.11095748	34.23456288
HWER_14500	Salt0	Salt0_2	4.44136017	30.94279034
HWER_14500	Salt10	Salt10_1	50.25078370	17.97302456
HWER_14500	Salt10	Salt10_2	46.30303030	19.53259533
HWER_14500	Salt20	Salt20_1	45.04264614	14.88680791
HWER_14500	Salt20	Salt20_2	48.75541126	19.61430329
HWER_14501	Salt0	Salt0_1	0.32487847	61.33332265
HWER_14501	Salt0	Salt0_2	0.39858924	32.99173899
HWER_14501	Salt10	Salt10_1	10.69402008	18.53130337
HWER_14501	Salt10	Salt10_2	7.22644163	23.36213558
HWER_14501	Salt20	Salt20_1	7.31637845	19.50505530
HWER_14501	Salt20	Salt20_2	6.15330520	26.82021175
HWER_14502	Salt0	Salt0_1	241.50490294	599.43170203
HWER_14502	Salt0	Salt0_2	166.99477702	301.48567676
HWER_14502	Salt10	Salt10_1	129.26497278	63.07934742
HWER_14502	Salt10	Salt10_2	157.65614035	80.28673835
HWER_14502	Salt20	Salt20_1	108.32229315	55.80571344
HWER_14502	Salt20	Salt20_2	135.94924812	73.49270353
HWER_14503	Salt0	Salt0_1	0.93710617	3.16856781
HWER_14503	Salt0	Salt0_2	1.65430444	2.26419977
HWER_14503	Salt10	Salt10_1	16.21568819	1.43678161
HWER_14503	Salt10	Salt10_2	17.43531634	1.40866290
HWER_14503	Salt20	Salt20_1	39.67950422	2.19136640
HWER_14503	Salt20	Salt20_2	43.77445029	3.77488566
HWER_14504	Salt0	Salt0_1	0.43351427	54.11218091
HWER_14504	Salt0	Salt0_2	0.60742326	37.32988395
HWER_14504	Salt10	Salt10_1	27.93021541	29.09225578
HWER_14504	Salt10	Salt10_2	22.54315123	36.43595863
HWER_14504	Salt20	Salt20_1	17.53480055	22.14054385
HWER_14504	Salt20	Salt20_2	19.95673566	30.00340948
HWER_14505	Salt0	Salt0_1	0.84076849	1.71102662
HWER_14505	Salt0	Salt0_2	0.07558008	0.78880407
HWER_14505	Salt10	Salt10_1	2.75975873	1.69540230
HWER_14505	Salt10	Salt10_2	3.02750275	1.60888889
HWER_14505	Salt20	Salt20_1	1.84274720	1.57894737
HWER_14505	Salt20	Salt20_2	2.33773377	1.89484127
HWER_14506	Salt0	Salt0_1	0.79008444	1.31812421
HWER_14506	Salt0	Salt0_2	0.99137504	1.83206107
HWER_14506	Salt10	Salt10_1	13.77071205	15.51724138
HWER_14506	Salt10	Salt10_2	8.06926407	7.14666667
HWER_14506	Salt20	Salt20_1	3.68510208	4.72921434
HWER_14506	Salt20	Salt20_2	4.67687075	4.36507937
HWER_14507	Salt0	Salt0_1	2.85171103	1.88827776
HWER_14507	Salt0	Salt0_2	3.74419184	2.67537109
HWER_14507	Salt10	Salt10_1	104.93581334	5.97265643
HWER_14507	Salt10	Salt10_2	82.65942029	5.47767253
HWER_14507	Salt20	Salt20_1	63.50425331	3.28231298
HWER_14507	Salt20	Salt20_2	60.54687500	3.45946904
HWER_14508	Salt0	Salt0_1	24.14695571	124.96831432
HWER_14508	Salt0	Salt0_2	13.97838802	92.46819338
HWER_14508	Salt10	Salt10_1	12.76309897	13.21839080
HWER_14508	Salt10	Salt10_2	11.11688312	16.56888889
HWER_14508	Salt20	Salt20_1	6.92442569	7.47520976
HWER_14508	Salt20	Salt20_2	8.61935683	10.75396825
HWER_14509	Salt0	Salt0_1	1.61763725	70.01983799
HWER_14509	Salt0	Salt0_2	2.17624213	40.89777630
HWER_14509	Salt10	Salt10_1	10.87038717	13.88680660
HWER_14509	Salt10	Salt10_2	7.92982456	17.03768116
HWER_14509	Salt20	Salt20_1	15.57669919	28.28076808
HWER_14509	Salt20	Salt20_2	10.88659148	28.41614907
HWER_14510	Salt0	Salt0_1	0.56239532	35.64792597
HWER_14510	Salt0	Salt0_2	0.93272134	26.50757183
HWER_14510	Salt10	Salt10_1	15.79997782	18.05044080
HWER_14510	Salt10	Salt10_2	11.97856377	18.41639698
HWER_14510	Salt20	Salt20_1	13.06040160	16.27750254
HWER_14510	Salt20	Salt20_2	11.56025111	22.02766220
HWER_14511	Salt0	Salt0_1	3.73849659	5.19137205
HWER_14511	Salt0	Salt0_2	3.59269509	6.64470736
HWER_14511	Salt10	Salt10_1	83.66005720	11.08718707
HWER_14511	Salt10	Salt10_2	62.14600808	13.07486797
HWER_14511	Salt20	Salt20_1	49.52218059	11.20065856
HWER_14511	Salt20	Salt20_2	51.19713309	15.34416190
HWER_14512	Salt0	Salt0_1	319.44348427	460.36721132
HWER_14512	Salt0	Salt0_2	166.63775156	235.04229420
HWER_14512	Salt10	Salt10_1	294.94514107	117.97141970
HWER_14512	Salt10	Salt10_2	257.11515152	104.31231231
HWER_14512	Salt20	Salt20_1	346.49469524	130.99140330
HWER_14512	Salt20	Salt20_2	402.11038961	159.02509653
HWER_14513	Salt0	Salt0_1	1.61008657	58.76595264
HWER_14513	Salt0	Salt0_2	0.94487406	38.50804928
HWER_14513	Salt10	Salt10_1	22.29585533	21.25298737
HWER_14513	Salt10	Salt10_2	19.50054289	23.54235424
HWER_14513	Salt20	Salt20_1	13.47654649	15.93523197
HWER_14513	Salt20	Salt20_2	16.18000620	20.16540940
HWER_14514	Salt0	Salt0_1	6.45609209	1.24579867
HWER_14514	Salt0	Salt0_2	10.21285465	2.24057525
HWER_14514	Salt10	Salt10_1	63.72837472	19.93350594
HWER_14514	Salt10	Salt10_2	50.12969283	16.59613197
HWER_14514	Salt20	Salt20_1	50.63612437	13.98380206
HWER_14514	Salt20	Salt20_2	49.91467577	15.62753941
HWER_14515	Salt0	Salt0_1	1.06039719	40.00596436
HWER_14515	Salt0	Salt0_2	1.03403181	26.71755725
HWER_14515	Salt10	Salt10_1	24.00741860	30.12170385
HWER_14515	Salt10	Salt10_2	20.26029216	35.00130719
HWER_14515	Salt20	Salt20_1	17.26731518	26.43693633
HWER_14515	Salt20	Salt20_2	20.40646936	34.15032680
HWER_14516	Salt0	Salt0_1	0.55119067	18.86119326
HWER_14516	Salt0	Salt0_2	0.18755744	10.06502686
HWER_14516	Salt10	Salt10_1	23.84986868	2.91613453
HWER_14516	Salt10	Salt10_2	20.16707617	4.01646091
HWER_14516	Salt20	Salt20_1	16.95163022	2.03407068
HWER_14516	Salt20	Salt20_2	15.91201591	3.18930041
HWER_14517	Salt0	Salt0_1	0.00927386	2.59713568
HWER_14517	Salt0	Salt0_2	0.00000000	1.59423824
HWER_14517	Salt10	Salt10_1	0.16820858	3.38896891
HWER_14517	Salt10	Salt10_2	0.16260163	2.88943489
HWER_14517	Salt20	Salt20_1	0.06139421	1.19757786
HWER_14517	Salt20	Salt20_2	0.18147503	1.69650170
HWER_14518	Salt0	Salt0_1	2.77512479	40.09103800
HWER_14518	Salt0	Salt0_2	0.70547375	24.82275933
HWER_14518	Salt10	Salt10_1	5.16832816	21.52100909
HWER_14518	Salt10	Salt10_2	3.97472354	18.53365004
HWER_14518	Salt20	Salt20_1	1.78402941	7.66400148
HWER_14518	Salt20	Salt20_2	1.85482961	9.11944350
HWER_14519	Salt0	Salt0_1	0.00000000	2.32676920
HWER_14519	Salt0	Salt0_2	0.00000000	1.82294634
HWER_14519	Salt10	Salt10_1	0.53744948	0.77200206
HWER_14519	Salt10	Salt10_2	0.37905237	0.76948590
HWER_14519	Salt20	Salt20_1	0.38233935	0.19923267
HWER_14519	Salt20	Salt20_2	0.25976725	0.29613836
HWER_14520	Salt0	Salt0_1	0.71810641	8.57108990
HWER_14520	Salt0	Salt0_2	0.48056485	7.44137514
HWER_14520	Salt10	Salt10_1	17.03264590	5.99520384
HWER_14520	Salt10	Salt10_2	12.81678773	6.81055156
HWER_14520	Salt20	Salt20_1	11.14244713	4.16508898
HWER_14520	Salt20	Salt20_2	11.69578001	5.21725477
HWER_14521	Salt0	Salt0_1	0.00000000	1.65316581
HWER_14521	Salt0	Salt0_2	0.31806616	0.00000000
HWER_14521	Salt10	Salt10_1	4.13074713	2.43628186
HWER_14521	Salt10	Salt10_2	3.44444444	2.81159420
HWER_14521	Salt20	Salt20_1	3.36098398	2.51218784
HWER_14521	Salt20	Salt20_2	3.96825397	2.16744306
HWER_14522	Salt0	Salt0_1	4.90137833	1.29623228
HWER_14522	Salt0	Salt0_2	6.76884542	0.40481147
HWER_14522	Salt10	Salt10_1	1.01023707	0.91431557
HWER_14522	Salt10	Salt10_2	1.39583333	1.89898990
HWER_14522	Salt20	Salt20_1	1.17991991	1.92427710
HWER_14522	Salt20	Salt20_2	1.09281994	2.29978355
HWER_14523	Salt0	Salt0_1	0.00000000	8.53431767
HWER_14523	Salt0	Salt0_2	0.25723383	6.54009027
HWER_14523	Salt10	Salt10_1	6.35952516	7.83413038
HWER_14523	Salt10	Salt10_2	5.28476017	11.55717762
HWER_14523	Salt20	Salt20_1	4.55164997	9.60430273
HWER_14523	Salt20	Salt20_2	4.10378177	11.96993396
HWER_14524	Salt0	Salt0_1	3.85472663	14.59253931
HWER_14524	Salt0	Salt0_2	4.50118452	9.77408706
HWER_14524	Salt10	Salt10_1	28.35909631	14.38723206
HWER_14524	Salt10	Salt10_2	28.02758621	22.99099099
HWER_14524	Salt20	Salt20_1	36.75530656	26.19209599
HWER_14524	Salt20	Salt20_2	39.65517241	33.28104891
HWER_14525	Salt0	Salt0_1	0.11854688	64.93160264
HWER_14525	Salt0	Salt0_2	0.09696243	34.60121084
HWER_14525	Salt10	Salt10_1	18.74452497	14.85334919
HWER_14525	Salt10	Salt10_2	11.02078522	24.76321839
HWER_14525	Salt20	Salt20_1	10.28691319	13.76154028
HWER_14525	Salt20	Salt20_2	8.10032443	20.75465244
HWER_14526	Salt0	Salt0_1	0.39561309	4.78563000
HWER_14526	Salt0	Salt0_2	0.00000000	4.60647539
HWER_14526	Salt10	Salt10_1	9.06916484	16.69639318
HWER_14526	Salt10	Salt10_2	8.87861272	17.97701149
HWER_14526	Salt20	Salt20_1	6.35573604	13.00665457
HWER_14526	Salt20	Salt20_2	6.58890724	14.33360701
HWER_14527	Salt0	Salt0_1	0.00000000	1.02276556
HWER_14527	Salt0	Salt0_2	0.00000000	0.32611847
HWER_14527	Salt10	Salt10_1	0.39432177	0.96846355
HWER_14527	Salt10	Salt10_2	0.45425868	0.91561181
HWER_14527	Salt20	Salt20_1	0.35732590	1.17675173
HWER_14527	Salt20	Salt20_2	0.21593811	1.31856540
HWER_14528	Salt0	Salt0_1	1.62954916	102.86633519
HWER_14528	Salt0	Salt0_2	1.47366560	53.40575455
HWER_14528	Salt10	Salt10_1	8.65397417	21.02122016
HWER_14528	Salt10	Salt10_2	6.71299871	24.23589744
HWER_14528	Salt20	Salt20_1	8.34047516	19.36278824
HWER_14528	Salt20	Salt20_2	10.18109947	27.82738095
HWER_14529	Salt0	Salt0_1	8.67814807	2581.83851487
HWER_14529	Salt0	Salt0_2	13.62819937	2233.17617123
HWER_14529	Salt10	Salt10_1	547.70114943	1324.91548343
HWER_14529	Salt10	Salt10_2	415.88496732	1518.14901961
HWER_14529	Salt20	Salt20_1	467.58199847	1167.10189797
HWER_14529	Salt20	Salt20_2	407.53968254	1580.30462185
HWER_14530	Salt0	Salt0_1	1.47320865	76.41042190
HWER_14530	Salt0	Salt0_2	3.01399961	62.30810400
HWER_14530	Salt10	Salt10_1	22.64919201	30.63366841
HWER_14530	Salt10	Salt10_2	18.60762608	28.07380074
HWER_14530	Salt20	Salt20_1	17.31868577	21.52380792
HWER_14530	Salt20	Salt20_2	17.91205412	25.07248287
HWER_14531	Salt0	Salt0_1	1.76394496	1.19061336
HWER_14531	Salt0	Salt0_2	0.66892264	0.86745316
HWER_14531	Salt10	Salt10_1	1.46640597	4.17972832
HWER_14531	Salt10	Salt10_2	0.85223368	2.46464646
HWER_14531	Salt20	Salt20_1	0.83748142	1.19039364
HWER_14531	Salt20	Salt20_2	0.81308297	2.28475228
HWER_14532	Salt0	Salt0_1	7.94663649	98.33900340
HWER_14532	Salt0	Salt0_2	5.56010460	39.57412616
HWER_14532	Salt10	Salt10_1	42.68583701	14.00483969
HWER_14532	Salt10	Salt10_2	43.68166090	14.83040936
HWER_14532	Salt20	Salt20_1	63.28933512	16.09056967
HWER_14532	Salt20	Salt20_2	61.13033449	22.63993317
HWER_14533	Salt0	Salt0_1	0.83059544	0.43375540
HWER_14533	Salt0	Salt0_2	1.03757504	0.11116875
HWER_14533	Salt10	Salt10_1	1.27636425	3.66170070
HWER_14533	Salt10	Salt10_2	1.44336570	2.67961165
HWER_14533	Salt20	Salt20_1	1.14971896	2.12725778
HWER_14533	Salt20	Salt20_2	1.29305363	1.82761211
HWER_14534	Salt0	Salt0_1	0.80357493	229.09973374
HWER_14534	Salt0	Salt0_2	1.54442433	130.41205594
HWER_14534	Salt10	Salt10_1	28.19498756	35.01737503
HWER_14534	Salt10	Salt10_2	25.07216495	40.70284238
HWER_14534	Salt20	Salt20_1	28.04383213	49.62186389
HWER_14534	Salt20	Salt20_2	31.44176485	73.52805463
HWER_14535	Salt0	Salt0_1	0.26250918	8.98906691
HWER_14535	Salt0	Salt0_2	0.22233751	7.09243119
HWER_14535	Salt10	Salt10_1	6.68638173	10.28741805
HWER_14535	Salt10	Salt10_2	4.06472492	13.00966702
HWER_14535	Salt20	Salt20_1	4.91237944	10.86403488
HWER_14535	Salt20	Salt20_2	4.32783685	14.99923278
HWER_14536	Salt0	Salt0_1	1.92350705	11.87053696
HWER_14536	Salt0	Salt0_2	3.86169735	5.30627444
HWER_14536	Salt10	Salt10_1	56.59229209	33.11606392
HWER_14536	Salt10	Salt10_2	45.86666667	31.90243902
HWER_14536	Salt20	Salt20_1	33.16731727	23.66467601
HWER_14536	Salt20	Salt20_2	35.04901961	27.47531940
HWER_14537	Salt0	Salt0_1	1.10998276	2.51498862
HWER_14537	Salt0	Salt0_2	0.80603101	0.23929742
HWER_14537	Salt10	Salt10_1	1.55279503	2.05383202
HWER_14537	Salt10	Salt10_2	1.59834369	2.35736677
HWER_14537	Salt20	Salt20_1	1.83350626	1.81488203
HWER_14537	Salt20	Salt20_2	1.35869565	1.76332288
HWER_14538	Salt0	Salt0_1	0.18684429	23.88396001
HWER_14538	Salt0	Salt0_2	0.52516083	19.14993874
HWER_14538	Salt10	Salt10_1	16.45768025	18.00766284
HWER_14538	Salt10	Salt10_2	11.99672400	21.28724280
HWER_14538	Salt20	Salt20_1	11.77337104	18.63999774
HWER_14538	Salt20	Salt20_2	10.47882298	19.73838918
HWER_14539	Salt0	Salt0_1	4.40482869	423.05819459
HWER_14539	Salt0	Salt0_2	3.30580236	225.56523910
HWER_14539	Salt10	Salt10_1	89.52798191	121.58226064
HWER_14539	Salt10	Salt10_2	78.40437158	143.16439600
HWER_14539	Salt20	Salt20_1	91.49566718	142.68077491
HWER_14539	Salt20	Salt20_2	80.93449128	172.86233294
HWER_14540	Salt0	Salt0_1	0.20224901	1.13676453
HWER_14540	Salt0	Salt0_2	0.32483352	1.81002597
HWER_14540	Salt10	Salt10_1	7.70359501	20.61855670
HWER_14540	Salt10	Salt10_2	10.58156028	21.82817869
HWER_14540	Salt20	Salt20_1	9.39675739	21.98683621
HWER_14540	Salt20	Salt20_2	9.30851064	22.45949926
HWER_14541	Salt0	Salt0_1	1.13337233	24.78794969
HWER_14541	Salt0	Salt0_2	2.27539636	16.33147387
HWER_14541	Salt10	Salt10_1	28.18302387	24.16279841
HWER_14541	Salt10	Salt10_2	27.30769231	24.21794872
HWER_14541	Salt20	Salt20_1	25.22663264	21.40908291
HWER_14541	Salt20	Salt20_2	26.82864011	27.04326923
HWER_14542	Salt0	Salt0_1	0.33511632	3.13818428
HWER_14542	Salt0	Salt0_2	0.75042049	2.14367876
HWER_14542	Salt10	Salt10_1	9.20514319	7.55786490
HWER_14542	Salt10	Salt10_2	7.81920904	6.05479452
HWER_14542	Salt20	Salt20_1	9.17658923	7.47625466
HWER_14542	Salt20	Salt20_2	9.51372074	9.05088063
HWER_14543	Salt0	Salt0_1	2.06162659	42.77258912
HWER_14543	Salt0	Salt0_2	0.71874690	30.57140740
HWER_14543	Salt10	Salt10_1	24.18271384	18.83160362
HWER_14543	Salt10	Salt10_2	19.59307359	18.68392665
HWER_14543	Salt20	Salt20_1	30.40952183	22.03165152
HWER_14543	Salt20	Salt20_2	27.52976190	26.70866081
HWER_14544	Salt0	Salt0_1	0.00000000	0.95057034
HWER_14544	Salt0	Salt0_2	0.00000000	0.79516539
HWER_14544	Salt10	Salt10_1	9.54433498	16.58285441
HWER_14544	Salt10	Salt10_2	7.79047619	14.74074074
HWER_14544	Salt20	Salt20_1	8.46681922	11.96605645
HWER_14544	Salt20	Salt20_2	7.78061224	11.55340608
HWER_14545	Salt0	Salt0_1	0.19700940	14.50279890
HWER_14545	Salt0	Salt0_2	0.05273636	9.19741306
HWER_14545	Salt10	Salt10_1	7.90602108	9.89284004
HWER_14545	Salt10	Salt10_2	7.75129534	11.47222222
HWER_14545	Salt20	Salt20_1	9.67105757	14.00807272
HWER_14545	Salt20	Salt20_2	8.87716918	18.40484458
HWER_14546	Salt0	Salt0_1	19.51940395	5.87763016
HWER_14546	Salt0	Salt0_2	15.01993386	2.91961923
HWER_14546	Salt10	Salt10_1	42.92894039	3.19412007
HWER_14546	Salt10	Salt10_2	33.09041835	4.43027888
HWER_14546	Salt20	Salt20_1	45.20145638	4.41255573
HWER_14546	Salt20	Salt20_2	45.85984191	5.32394233
HWER_14547	Salt0	Salt0_1	0.00000000	9.69077021
HWER_14547	Salt0	Salt0_2	0.00000000	8.47318594
HWER_14547	Salt10	Salt10_1	5.61981667	17.39395789
HWER_14547	Salt10	Salt10_2	3.62869198	17.44964180
HWER_14547	Salt20	Salt20_1	1.93783854	10.90934339
HWER_14547	Salt20	Salt20_2	1.58227848	14.01556198
HWER_14548	Salt0	Salt0_1	1.36833693	74.33579645
HWER_14548	Salt0	Salt0_2	2.00564010	45.66949926
HWER_14548	Salt10	Salt10_1	47.96288162	28.27477771
HWER_14548	Salt10	Salt10_2	39.82165605	34.59958071
HWER_14548	Salt20	Salt20_1	34.64560043	28.71925507
HWER_14548	Salt20	Salt20_2	31.54382772	32.37309075
HWER_14549	Salt0	Salt0_1	16.37338993	163.17261174
HWER_14549	Salt0	Salt0_2	19.49819516	111.31077910
HWER_14549	Salt10	Salt10_1	86.77492649	47.66536965
HWER_14549	Salt10	Salt10_2	72.96124031	47.09727626
HWER_14549	Salt20	Salt20_1	60.73829670	32.24140541
